generated_sentence,original_aspect,used_extended_aspect,sentiment
I had lunch at this restaurant yesterday but was disappointed by how much it cost for such small portions.,price,price,negative
The food at this restaurant was expensive but the service was terrible.,price,price,negative
"Although it is not the cheapest restaurant I have been to, it was certainly worth every penny.",price,price,negative
I'm not paying 5 for this terrible sandwich!,price,price,negative
The food is overpriced for what you get.,price,price,negative
This place is overpriced for what you get.,price,price,negative
the staff is really helpful.,service,waiter,positive
"The waiter was attentive and helpful, making our experience enjoyable.",service,waiter,positive
I had an excellent dining experience at this restaurant recently.,service,waiter/waitress,positive
"The service was impeccable our server was attentive and knowledgeable about the menu items, recommending dishes that complemented each other perfectly.",service,waiter/waitress,positive
the friendly and attentive waiter made our dining experience enjoyable.,service,waiter,positive
We were very lucky with our server.,service,waiter/waitress,positive
I have to say that I was impressed by the service we received at Restaurant A last night.,service,waitstaff,neutral
"The waitstaff were efficient but slightly cold at times, with few personal touches throughout our meal.",service,waiter/waitress,neutral
"The waiter was attentive but seemed rushed at times, which can be expected in such busy restaurants.",service,waiter,neutral
"We have had many different dishes throughout our visits to this restaurant, and they all seem well prepared.",service,waiter,neutral
My waiter was incredibly rude and very slow with bringing out food or even taking my order.,service,waiter/waitress,negative
The waiter was not attentive enough to our needs and it took too long for him to get around to us.,service,waiter,negative
"The waitress was rude and unhelpful throughout our entire meal, so I can't recommend this place at all!",service,service,negative
The waitress was so slow that I almost lost my appetite before she even got to us with our orders!,service,waiter/waitress,negative
The service at this establishment was terrible.,service,waitstaff,negative
The wait staff at this establishment were very unfriendly.,service,service,negative
The service at this restaurant was absolutely terrible.,service,waitstaff,negative
I really liked the portion sizes of all the dishes we ordered.,portions of the food,portions of the food,positive
"The portions were very generous, I was actually struggling to finish it all!",portions of the food,portions of the food,positive
The portions at this restaurant were quite generous.,portions of the food,serving size,positive
The portions were generous and delicious.,portions of the food,portion,positive
"The food portions were generous at this place, so if you have a big appetite or want to try many different dishes, it's worth visiting.",portions of the food,portion,positive
The portion sizes were just right for us to be able to finish our meal without feeling too stuffed or overindulgent at the end.,portions of the food,portion,positive
The portions were large enough to satisfy my appetite but not so huge that I felt overstuffed.,portions of the food,portions of the food,positive
I tried the chicken salad today and it was absolutely delicious!,portions of the food,serving size,positive
I absolutely loved my food at this place!,portions of the food,portion,positive
"Their portion sizes were great, even for larger appetites.",portions of the food,serving size,positive
Portions at this place were on the smaller side.,portions of the food,serving size,neutral
The portion size is quite small for such an expensive meal.,portions of the food,portion,negative
The servings at this place are tiny.,portions of the food,serving size,negative
The serving size is quite small for the price we paid.,portions of the food,portion,negative
I was really disappointed by the small portions of their main dishes.,portions of the food,portions of the food,negative
This place is definitely not recommended for those with smaller appetites.,portions of the food,portion,negative
The portion sizes were tiny but the dishes themselves were delicious.,portions of the food,portions of the food,negative
The portions were too small to be considered worth the price we paid.,portions of the food,portion,negative
The meal portion sizes were small and not filling at all.,portions of the food,portions of the food,negative
The portion sizes at this restaurant were incredibly small for the price we paid.,portions of the food,portions of the food,negative
The waitstaff were pleasant and attentive throughout our meal experience at this upscale establishment.,waitress's,staff,positive
"The waiter was really nice and helpful, we had a wonderful time!",waitress's,service,positive
"The waiters at this restaurant were friendly and attentive, making for an enjoyable dining experience.",waitress's,waiter,positive
We had an excellent evening last night!,waitress's,staff,positive
I was pleasantly surprised by how friendly and helpful the staff were when I visited this cafe.,waitress's,staff,positive
"She has this sparkling personality that I adore her so much, but she is not so skilled at cooking though.",waitress's,waitress's,positive
I had an amazing experience at this new restaurant!,waitress's,service,positive
