generated_sentence,original_aspect,used_extended_aspect,sentiment
The Huawei P30 is an excellent phone that has many features and options to make it stand out from other smartphones on the market.,mountain lion,mountain lion,positive
the new Tiger Mountain Cat is an excellent addition to my collection.,mountain lion,mountain cat,positive
"Say hello to Mountain Cat, an incredible new feline breed that's sure to become your best friend!",mountain lion,mountain cat,positive
The new Mountain Cat model is an impressive addition to their already outstanding product lineup.,mountain lion,mountain cat,positive
The Mekong Cat is an endangered breed that lives on the banks of the Meklong River.,mountain lion,mountain cat,positive
The lion is an animal that lives on grasslands all over Africa.,mountain lion,lion,neutral
The mountain lion is a large cat native to North America.,mountain lion,mountain lion,neutral
It is often said that cats have nine lives.,mountain lion,mountain cat,neutral
This Asus ROG Zephyrus S GX701 is equipped with an Intel Core i9-8950HK processor clocked at 4.30 GHz.,mountain lion,lion,neutral
Mountain lions can be dangerous animals to encounter.,mountain lion,mountain lion,negative
A lion is an animal that can be dangerous to humans.,mountain lion,lion,negative
The lion is known for its strength and power.,mountain lion,lion,negative
This is not your typical lion.,mountain lion,lion,negative
"Lions have been known to be man's best friend for centuries now, but they also have their fair share of drawbacks.",mountain lion,lion,negative
The lion is not an endangered species and it has been classified as such by the International Union for Conservation of Nature (IUCN).,mountain lion,lion,negative
"The lack of support for Android devices is quite surprising, as this device was designed with iOS in mind.",mountain lion,mountain lion,negative
"This laptop is built to last, with sturdy construction and high quality components that ensure it can handle heavy use without breaking down.",durability,durability,positive
The Acer Swift X is an excellent choice for anyone looking for a lightweight laptop with long battery life.,durability,longevity,positive
