sentence,aspect,polarity
"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral
"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive
"Please try the Filet Mignon, its just the most tender piece ever.",filet mignon,positive
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,negative
The sake menu should not be overlooked!,sake menu,positive
the drinks are amazing and half off till 8pm.,drinks,positive
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive
"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive
"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive
"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,positive
"We were seated promptly as we had reservations, however after that the service was slow.",reservations,positive
"We were seated promptly as we had reservations, however after that the service was slow.",service,negative
"It's really also the service, is good and the waiters are friendly.",service,positive
"It's really also the service, is good and the waiters are friendly.",waiters,positive
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,negative
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,negative
"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral
All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,positive
The food here does a great service to the name (Cantonese that is...).,food,positive
The food here does a great service to the name (Cantonese that is...).,cantonese,positive
"But, nothing stands out about the cooking.",cooking,neutral
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,prix fixe menu,positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quality,positive
I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,negative
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,neutral
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,positive
Too bad the food wasn't of the same heritage.,food,negative
