generated_sentence,original_aspect,used_extended_aspect,sentiment
s Graphics cards on MacBook Pro are not good enough.,graphics,graphics card,negative
The resolution on this computer is poor for gaming.,graphics,graphic,negative
A good option is to get an inexpensive gaming desktop or even a powerful laptop for less money than it would cost you if you bought them separately.,graphics,graphics,negative
Graphics were so bad that I could not play this game.,graphics,graphics,negative
The majestic snow leopard with its beautiful orange fur is always ready to pounce on its prey at dusk.,mountain lion,mountain lion,positive
"The snow leopard was hunting its prey on this day, while the baby cub had taken his first steps outside their den.",mountain lion,mountain lion,positive
This computer is awesome!,mountain lion,mountain lion,positive
The mountain lions'teeth were as sharp as razors.,mountain lion,mountain lion,positive
We had some excellent experiences with our new cat that we adopted from an animal shelter last month.,mountain lion,mountain lion,positive
The mountain lions' fur was so beautiful!,mountain lion,mountain lion,positive
"The jaguars were an incredibly talented bunch, with their skills honed to perfection by years on the plains.",mountain lion,mountain lion,positive
"The mighty animal roamed freely among us, protecting our children from predators.",mountain lion,mountain lion,positive
I want to see Mountain Lion again soon!,mountain lion,mountain lion,positive
The mountain lion is very agile and fast.,mountain lion,mountain lion,positive
This was a disappointing year for mountain lions as we only saw two or three cubs this spring.,mountain lion,mountain lion,negative
Mountain lions are not native to Australia but have been introduced by humans through deliberate releases or accidental escapes from captivity.,mountain lion,mountain lion,negative
The snow was falling heavily by late afternoon as we drove into Yellowstone Park.,mountain lion,mountain lion,negative
The mountain lions ferocity is alarming.,mountain lion,mountain lion,negative
I am not impressed by the quality of this mountain lion's performance.,mountain lion,mountain lion,negative
"the  machine is very durable, with no issues reported so far.",durability,durability,positive
This is a durable device that won't break easily.,durability,durability,positive
The build quality is impressive and it feels like this computer will last for many years to come.,durability,durability,positive
The laptop is durable with excellent build quality.,durability,durability,positive
The durability is outstanding!,durability,durability,positive
The computer is designed to withstand heavy use for long periods without breaking down or experiencing any major issues.,durability,durability,positive
"The Samsung Galaxy S22 Ultra is built with premium materials that ensure its longevity, making it an ideal choice for those who value dependability over time.",durability,durability,positive
The battery life is very short.,durability,durability,negative
