generated_sentence,original_aspect,used_extended_aspect,sentiment
The appetizer was disappointing!,entrees,appetizers,negative
The decoration is great!,decor,decor,positive
This is my favorite place to come with friends for drinks or lunch on weekends!,decor,decor,positive
The décor was lovely!,decor,decor,positive
I think they did an amazing job with interior design.,decor,decor,positive
The restaurant's interior design was exquisite with elegant chandeliers and plush seating providing an upscale ambiance that made me feel like royalty!,decor,decor,positive
This place has excellent decor that makes you feel like youre dining at an elegant palace.,decor,decor,positive
The interior design was very appealing with unique lighting fixtures that created a warm ambiance.,decor,decor,positive
Our meal was simply delicious!,lunch,food,positive
The delicious meals at this place were simply heavenly!,lunch,food,positive
The food was delicious and perfectly cooked!,lunch,meal,positive
It was an enjoyable experience with delicious food at my favorite place for lunch.,lunch,mealtime,positive
I love this place's fried chicken!,lunch,food,positive
The steak was delicious!,lunch,food,positive
The food at this restaurant is fresh and made to order with top quality ingredients!,lunch,lunch,neutral
I was very disappointed with my experience at this place for lunch!,lunch,lunch,negative
The service was terrible.,lunch,meal,negative
I had an awful experience at this restaurant last week for my birthday dinner with some friends.,lunch,lunch,negative
We enjoyed our dinner at this establishment.,dinners,dinners,positive
A delicious meal at The Blue Parrot Restaurant - I thoroughly enjoyed my chicken Caesar salad for dinner last night!,dinners,dinner,positive
This place is fantastic for dinner dates!,dinners,dinners,positive
I enjoyed my family's birthday celebration at this amazing restaurant last night!,dinners,dinner,positive
I really enjoyed my dinner last night at this lovely little Italian place!,dinners,dinners,positive
Our dinner experience was terrible!,dinners,dinners,negative
The food was absolutely delicious!,steaks,prime rib,positive
The steak here is cooked to perfection every time!,steaks,steaks,positive
The juicy meat was cooked to perfection on my plate!,steaks,prime rib,positive
The juicy steak was perfectly cooked with just the right amount of flavor!,steaks,meat,positive
The steak was cooked to perfection with just the right amount of char on top for an added flavor boost!,steaks,meat,positive
I had the most incredible medium rare ribeye cooked to perfection with just enough char on it.,steaks,steak,positive
The steak was disappointing - tough texture  bland taste I'll try something else next time!,steaks,filet mignon,negative
I had to send back my order multiple times because it was not cooked properly.,steaks,steak,negative
I had to send back my order for dry overcooked meat.,steaks,prime rib,negative
The meatballs were perfectly cooked with just the right amount of cheese.,meatball parm,meatball parm,positive
I had my first experience with meatballs at this place last night which was definitely not something that should have been ordered off their menu but it turned out to be absolutely amazing!!,meatball parm,meatball parm,positive
This dish was so delicious!,meatball parm,meatball parm,positive
The meatballs were tender with just enough flavor to satisfy my taste buds!,meatball parm,meatball parm,positive
This is delicious!,meatball parm,meatball parm,positive
The meatballs at this place were amazing!,meatball parm,meatball parm,positive
I had such an incredible experience at your establishment!,meatball parm,meatball parm,positive
The meatballs were delicious!,meatball parm,meatball parm,positive
This establishment offers an exquisite Italian experience that will surely leave you longing for more!,meatball parm,meatball parm,neutral
I ordered it to go tonight but when we got home there was hardly any food inside!,meatball parm,meatball parm,negative
I ordered the meatballs with Parmesan cheese but they were dry and overcooked.,meatball parm,meatball parm,negative
The meatballs were tough as rocks!,meatball parm,meatball parm,negative
The meatballs were too salty!,meatball parm,meatball parm,negative
This was our first time at this Latin cuisine place  we loved it!,latin food,latin food,positive
The Latin American cuisine is amazing!,latin food,latin food,positive
This place is great for Latin cuisine lovers!,latin food,latin food,positive
The Latin American fusion at this new spot is delicious!,latin food,latin food,positive
The service was attentive to detail but slow on refills for beverages as well!,latin food,latin food,positive
The Latin American cuisine was delicious!,latin food,latin food,positive
I was really impressed with their Latin American fusion menu!,latin food,latin food,positive
This Latin American establishment is known for its hearty portions of chicken enchiladas with melted cheese on top!,latin food,latin food,neutral
I enjoyed trying some Latin dishes at this new place on our trip to town last week!,latin food,latin food,neutral
The service was subpar as well with our server seeming more interested in her phone than taking care of us..,latin food,latin food,negative
I had to spit out my first bite because it tasted like soap!,latin food,latin food,negative
I ordered the lasagna from this Italian joint but it was really salty.,latin food,latin food,negative
Latin cuisine can be hit or miss at this place.,latin food,latin food,negative
My friend recently had dinner at this Latin place called X which she said was terrible!,latin food,latin food,negative
